BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;nr_OrgEntity
'BU19420001';'WK194200';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';867;152;6122.24495;0;16651.7535;0;0;8201.61923;22773.9985;0;0;1875451.92;10525
'BU19420002';'WK194200';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';632;87;2318.28369;0;16221.9275;0;0;6374.77231;18540.2112;0;0;1359683.36;10526
'BU19420003';'WK194200';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';500;37;4211.06339;0;12294.618;0;0;5381.07974;16505.6814;0;0;1121941.68;10527
'BU19420004';'WK194200';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';564;52;13314.3871;0;3654.29061;0;0;6086.04445;16968.6777;0;0;1076817.41;10528
'BU19420005';'WK194200';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';499;28;14559.0464;0;1647.82041;0;0;5788.80538;16206.8668;0;0;967812.518;10529
'BU19420006';'WK194200';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';420;52;11890.5447;0;32.8203869;0;0;4576.97403;11923.3651;0;0;855193.95;10530
'BU19420007';'WK194200';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';633;141;17445.5199;0;0;0;0;6600.36597;17445.5199;0;0;1114046.6;10531
'BU19420008';'WK194200';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';459;125;6139.65583;0;9522.58612;0;0;4838.14379;15662.2419;0;0;1161420.96;10532
'BU19420100';'WK194201';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';315;69;609.831467;0;11290.3694;0;0;3335.26798;11900.2009;0;0;1001983.3;10533
'BU19420101';'WK194201';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';245;57;2337.6222;0;5232.16196;0;0;2523.20123;7569.78416;0;0;664675.793;10534
'BU19420102';'WK194201';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';438;51;2270.23827;0;13240.781;0;0;4764.75696;15511.0192;0;0;1109630.62;10535
'BU19420103';'WK194201';'Gooise Meren';'Noord-Holland Zuid';'Noord-Holland';191;8;152.664361;0;8690.57787;0;0;2172.3538;8843.24223;0;0;628293.539;10536
